,이름,연식,주행거리,연료,배기량,색상,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격),가격,신차대비가격,링크
911,기아 카니발 4세대,1,8,0,2151,검정색,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0,,,,,,,,,,90400000,220,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2147904&gubun=K
912,기아 카니발 4세대,3,5,2,3470,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,88500000,222,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159311&gubun=K
913,기아 카니발 4세대,2,8,2,3470,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,88500000,222,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159498&gubun=K
914,기아 올 뉴,74,130000,0,2199,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,0.0,0.0,0.0,0.0,2.0,7944028,2.0,13848996,21500000,39,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159315&gubun=K
915,기아 올 뉴,105,126352,0,2199,흰색,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,5.0,13028894,3.0,3698933,15200000,46,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163003&gubun=K
916,기아 올 뉴,75,98742,0,2199,진회색,,,,,,,,,,,1,,,,,,,,,,16300000,54,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163375&gubun=K
917,기아 올 뉴,93,200036,0,2199,흰색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,1.0,306900,3.0,1868000,12500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163621&gubun=K
918,기아 카니발 4세대,15,26402,2,3470,검정색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,34200000,108,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163622&gubun=K
919,기아 그랜드 카니발,124,176190,0,2199,빨간색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,8870000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160714&gubun=K
920,기아 그랜드 카니발,117,75180,0,2199,진주투톤,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,10880000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163534&gubun=K
921,기아 그랜드 카니발,102,126785,0,2199,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,2.0,4932520,0.0,0,8000000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2059739&gubun=K
922,기아 더 뉴,37,71055,0,2199,검정색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,1.0,860248,1.0,1209777,21990000,69,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163011&gubun=K
923,기아 더 뉴,57,113723,0,2199,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,4799480,20990000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161551&gubun=K
924,기아 올 뉴,84,58855,0,2199,회색,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,2.0,1586130,2.0,1951179,21300000,63,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161078&gubun=K
925,기아 올 뉴,95,111718,0,2199,검정색,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,17900000,50,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155710&gubun=K
926,기아 뉴 카니발,163,152357,0,2902,노란색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,4400000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157591&gubun=K
927,기아 카니발 4세대,18,28000,0,2151,진회색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,39990000,107,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159466&gubun=K
928,기아 올 뉴,75,110666,0,2199,검정색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,3.0,3942087,2.0,1985788,26500000,48,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158352&gubun=K
929,기아 더 뉴,60,44100,0,2199,흰색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,1.0,1175510,0.0,0,39000000,69,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162364&gubun=K
930,기아 더 뉴,40,48000,0,2199,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,,,,,,,,40000000,71,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162363&gubun=K
931,기아 카니발 4세대,35,30850,0,2151,흰색,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,,,,,,,,,,43000000,104,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153205&gubun=K
932,기아 카니발 4세대,12,7,0,2151,검정색,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,,,,,,,,,,83600000,203,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2129235&gubun=K
933,기아 카니발 4세대,12,8,2,3470,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0,,,,,,,,,,82600000,207,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2137499&gubun=K
934,기아 카니발 4세대,0,7,2,3470,검정색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0,,,,,,,,,,88200000,221,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2141977&gubun=K
935,기아 올 뉴,77,132004,0,2199,검정색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,,,,,,,,,,16000000,53,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162656&gubun=K
936,기아 그랜드 카니발,152,205102,0,2199,흰색,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,9.0,4485081,4400000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2141256&gubun=K
937,기아 올 뉴,82,42000,2,3342,흰색,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,35000000,92,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162358&gubun=K
938,기아 카니발 4세대,18,21300,2,3470,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,69500000,174,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157311&gubun=K
939,기아 더 뉴,41,56700,0,2199,진회색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,,,,,,,,,,21790000,69,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2146585&gubun=K
940,기아 올 뉴,51,84000,0,2199,은색,,,,,,,,,,,1,,,,,,,,,,14790000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155466&gubun=K
941,기아 더 뉴,54,107000,0,2199,흰색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,,,,,,,,,,19890000,57,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155877&gubun=K
942,기아 올 뉴,87,210000,0,2199,은색,,,,,,,,,,,1,,,,,,,,,,9990000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161665&gubun=K
943,기아 더 뉴,54,99000,0,2199,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,18900000,60,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163184&gubun=K
944,기아 올 뉴,92,166000,0,2199,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,16900000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155295&gubun=K
945,기아 올 뉴,83,111105,0,2199,검정색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,4.0,11367514,2.0,1345327,12990000,42,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159135&gubun=K
946,기아 올 뉴,90,93972,0,2199,검정색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,1.0,935298,0.0,0,14500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162717&gubun=K
947,기아 더 뉴,57,66000,0,2199,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1992103,0.0,0,19390000,61,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162788&gubun=K
948,기아 그랜드 카니발,128,146556,0,2199,검정색,,,,,,,,,,,1,,,,,,,,,,6200000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163204&gubun=K
949,기아 올 뉴,73,107666,0,2199,진주색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,2.0,3910599,1.0,130000,15700000,52,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163560&gubun=K
950,기아 올 뉴,108,159099,0,2199,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,8.0,0.0,0.0,0.0,0.0,1.0,820600,1.0,237048,14490000,44,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163563&gubun=K
951,기아 올 뉴,104,93826,0,2199,흰색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,4.0,4442078,2.0,1277156,16900000,56,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160117&gubun=K
952,기아 그랜드 카니발,213,150500,0,2902,검정색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,2700000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159062&gubun=K
953,기아 카니발 4세대,4,7,2,3500,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,86400000,216,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160896&gubun=K
954,기아 카니발 4세대,0,8,2,3470,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,90500000,227,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161273&gubun=K
955,기아 더 뉴,39,20000,2,3342,검정색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,37500000,98,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162926&gubun=K
956,기아 올 뉴,108,193561,0,2199,검정색,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,12500000,41,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162755&gubun=K
957,기아 더 뉴,54,70000,2,3342,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,46500000,84,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2136974&gubun=K
958,기아 올 뉴,71,98000,0,2199,흰색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,24500000,65,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160311&gubun=K
959,기아 카니발 4세대,19,27,0,2151,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,83000000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161302&gubun=K
960,기아 카니발 4세대,5,30,2,3470,검정색 (오로라 블랙),0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,80910000,203,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163095&gubun=K
961,기아 올 뉴,82,65834,0,2199,흰색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,,,,,,,,,,12500000,41,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160074&gubun=K
962,기아 올 뉴,58,41500,0,2199,검정투톤,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,,,,,,,,32000000,80,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163018&gubun=K
963,기아 더 뉴,44,73000,2,3342,흰색,,,,,,,,,,,0,,,,,,,,,,42000000,76,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162588&gubun=K
964,기아 카니발 4세대,0,27,2,3470,흰색 (스노우 화이트),0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,,,,,,,,,,71300000,178,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162325&gubun=K
965,기아 올 뉴,105,144365,0,2199,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,24800000,49,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161835&gubun=K
966,기아 그랜드 카니발,132,230000,0,2199,진주색,,,,,,,,,,,1,,,,,,,,,,3900000,15,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162460&gubun=K
967,기아 카니발 4세대,35,21000,0,2151,검정투톤,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,88500000,215,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156271&gubun=K
968,기아 카니발 4세대,4,18,2,3500,검정투톤,,,,,,,,,,,0,,,,,,,,,,90900000,228,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162200&gubun=K
969,기아 그랜드 카니발,115,97507,0,2199,검정색,,,,,,,,,,,1,,,,,,,,,,3400000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162323&gubun=K
970,기아 카니발 4세대,17,18500,2,3470,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,,,,,,,,71990000,180,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162077&gubun=K
971,기아 카니발 4세대,0,8,2,3470,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,91100000,104,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161825&gubun=K
972,기아 카니발 4세대,4,16,2,3500,검정투톤,,,,,,,,,,,0,,,,,,,,,,90900000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162031&gubun=K
973,기아 올 뉴,67,58410,0,2199,흰색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,1.0,880270,0.0,0,25200000,74,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152352&gubun=K
974,기아 더 뉴,60,16899,0,2199,흰색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,,,,,,,,,,29200000,84,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152361&gubun=K
975,기아 더 뉴,58,70452,0,2199,흰색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,0.0,0.0,0.0,0.0,2.0,3110790,4.0,6592780,29900000,76,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152363&gubun=K
976,기아 올 뉴,84,40792,0,2199,흰색,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,35000000,63,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152952&gubun=K
977,기아 더 뉴,60,66189,0,2199,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1133160,0.0,0,35400000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152954&gubun=K
978,기아 더 뉴,43,32053,0,2199,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,2.0,2501550,1.0,1363780,40200000,71,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154259&gubun=K
979,기아 더 뉴,58,28127,0,2199,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,0.0,0.0,0.0,0.0,1.0,1035830,1.0,398610,42200000,75,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154260&gubun=K
980,기아 그랜드 카니발,173,150000,0,2902,검정색,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,4200000,12,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161902&gubun=K
981,기아 카니발 4세대,0,25,2,3470,검정색,,,,,,,,,,,0,,,,,,,,,,79400000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161875&gubun=K
982,기아 더 뉴,60,108656,0,2199,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1115920,2.0,1080158,34990000,62,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161781&gubun=K
983,기아 뉴 카니발,125,263900,0,2199,검정색,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,,,,,,,,,,7000000,19,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157558&gubun=K
984,기아 올 뉴,81,144800,0,2199,회색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,14000000,45,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161627&gubun=K
985,기아 카니발 4세대,3,4,2,3500,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,88500000,222,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156825&gubun=K
986,기아 더 뉴,39,152779,2,3342,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1208877,0.0,0,33990000,61,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161205&gubun=K
987,기아 올 뉴,66,115000,0,2199,흰색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,,,,,,,,22000000,59,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161153&gubun=K
988,기아 카니발 4세대,0,8,2,3470,검정색,,,,,,,,,,,0,,,,,,,,,,90500000,227,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160968&gubun=K
989,기아 올 뉴,54,103000,0,2199,진주색,,,,,,,,,,,1,,,,,,,,,,22500000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161034&gubun=K
990,기아 카니발 4세대,12,9,2,3496,흰색,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,,,,,,,,,,84000000,210,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2129524&gubun=K
991,기아 카니발 4세대,22,8,2,3470,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,,,,,,,,,,85900000,215,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2136753&gubun=K
992,기아 카니발 4세대,1,25,2,3500,검정색,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,80500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160928&gubun=K
993,기아 올 뉴,84,130020,2,3342,검정색,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,,,,,,,,,,34900000,60,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151301&gubun=K
994,기아 더 뉴,28,16980,0,2199,흰색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,500000,소유,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160663&gubun=K
995,기아 올 뉴,66,54000,0,2199,검정색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,27500000,76,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2148881&gubun=K
996,기아 카니발 4세대,3,480,2,3470,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,89000000,223,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159296&gubun=K
997,기아 올 뉴,103,150000,0,2199,흰색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,,,,,,,,,,18000000,55,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158972&gubun=K
998,기아 카니발 4세대,15,9,2,3496,검정색 (오로라 블랙 펄),0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,73000000,183,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159061&gubun=K
999,기아 올 뉴,53,39000,0,2199,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,45900000,88,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159067&gubun=K
1000,기아 더 뉴,39,15,0,2199,흰색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,,,,,,,,33000000,84,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155772&gubun=K
1001,기아 올 뉴,87,46500,0,2199,흰색,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,,,,,,,,,,11900000,39,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158990&gubun=K
1002,기아 그랜드 카니발,172,289427,1,2656,흰색,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,6000000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157136&gubun=K
1003,기아 더 뉴,43,69000,2,3342,검정색,,,,,,,,,,,1,,,,,,,,,,44000000,79,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152386&gubun=K
1004,기아 카니발 4세대,20,7700,2,3470,검정색,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0,,,,,,,,,,79500000,199,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2135671&gubun=K
1005,기아 더 뉴,52,85261,0,2199,검정색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,24000000,69,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157323&gubun=K
1006,기아 그랜드 카니발,112,181000,0,2199,흰색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,6900000,33,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156879&gubun=K
1007,기아 카니발 4세대,17,18308,0,2151,검정투톤,,,,,,,,,,,0,,,,,,,,,,99990000,243,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157089&gubun=K
1008,기아 더 뉴,52,32000,2,3342,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,45800000,124,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154175&gubun=K
1009,기아 카니발 4세대,15,24,0,2151,흰색 (스노우 화이트펄),0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,75000000,182,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154910&gubun=K
1010,기아 더 뉴,28,70783,0,2199,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,44900000,80,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154467&gubun=K
1011,기아 올 뉴,91,54407,0,2199,검정색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,16500000,55,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2147832&gubun=K
1012,기아 카니발 4세대,0,8,2,3470,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,87700000,220,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153885&gubun=K
1013,기아 카니발 4세대,0,25,2,3470,검정색,,,,,,,,,,,0,,,,,,,,,,79400000,199,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2147145&gubun=K
1014,기아 더 뉴,60,73000,2,3342,기타색상,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,57000000,103,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151611&gubun=K
1015,기아 카니발 4세대,0,27,2,3470,검정투톤,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,89500000,224,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151693&gubun=K
1016,기아 카니발 4세대,2,18,2,3470,검정투톤,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,90000000,225,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151065&gubun=K
1017,기아 올 뉴,85,127574,0,2199,검정색,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,24900000,49,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2147710&gubun=K
1018,기아 카니발 4세대,12,7,0,2151,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,82000000,199,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2122228&gubun=K
1019,기아 카니발 4세대,0,7,2,3470,흰색,,,,,,,,,,,0,,,,,,,,,,83000000,208,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2145452&gubun=K
1020,기아 카니발 4세대,0,22,2,3470,검정투톤,,,,,,,,,,,0,,,,,,,,,,89000000,223,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2143873&gubun=K
1021,기아 올 뉴,71,62000,0,2199,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,37900000,101,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2144483&gubun=K
1022,기아 카니발 4세대,33,17600,0,2151,검정색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,46000000,112,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2127067&gubun=K
