,이름,연식,주행거리,연료,배기량,색상,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격),가격,신차대비가격,링크
333,현대 아반떼AD ,76,88221,0,1582,빨간색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,3.0,2228617,3.0,2249251,11200000,56,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2148464&gubun=K
334,현대 아반떼AD 1.6,73,58107,2,1591,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,3.0,9810872,2.0,7604708,9500000,46,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160060&gubun=K
335,현대 아반떼AD 1.6,68,73879,2,1591,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,6.0,11788411,3.0,4478871,8500000,50,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161376&gubun=K
336,현대 아반떼MD 1.6,132,90187,2,1591,검정색,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,6.0,0.0,0.0,0.0,0.0,8.0,4924005,2.0,1817270,5900000,34,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162608&gubun=K
337,현대 아반떼MD 1.6,142,71421,2,1591,흰색,,,,,,,,,,,1,,,,,,,,,,6300000,41,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163043&gubun=K
338,현대 더 뉴,97,93226,1,1591,회색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,5990000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163206&gubun=K
339,현대 아반떼AD 1.6,63,103344,0,1582,흰색,,,,,,,,,,,1,5.0,0.0,0.0,0.0,0.0,1.0,349000,2.0,3652456,9990000,41,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163406&gubun=K
340,현대 아반떼MD 1.6,127,98397,2,1591,진회색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,2.0,8695454,0.0,0,4990000,32,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158417&gubun=K
341,현대 아반떼AD 1.6,72,90276,0,1582,흰색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,3.0,9209122,2.0,21358025,10900000,44,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160609&gubun=K
342,현대 아반떼MD 1.6,110,35038,2,1591,은색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,9500000,53,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161447&gubun=K
343,현대 아반떼AD 1.6,94,59571,2,1591,은색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,4.0,1921376,2.0,2555430,14100000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149862&gubun=K
344,현대 아반떼MD 1.6,121,125799,2,1591,회색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,4.0,3954029,0.0,0,6500000,35,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160557&gubun=K
345,현대 아반떼AD 1.6,93,80000,2,1591,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,11800000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162547&gubun=K
346,현대 아반떼AD 1.6,94,72000,2,1591,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,4.0,0.0,0.0,0.0,0.0,1.0,152970,3.0,2064649,12800000,60,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162548&gubun=K
347,현대 더 뉴,87,131686,2,1591,흰색 (랩핑),0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,7900000,45,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160369&gubun=K
348,현대 아반떼AD 1.6,52,27950,2,1591,청색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,13800000,75,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149068&gubun=K
349,현대 아반떼AD 1.6,72,99500,2,1591,진청색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,4728750,0.0,0,10900000,52,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151478&gubun=K
350,현대 아반떼AD ,78,120756,2,1591,검정색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,14300000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163602&gubun=K
351,현대 아반떼HD 1.6,181,104076,0,1582,검정색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,7.0,5413551,5.0,3202317,2990000,20,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161645&gubun=K
352,현대 아반떼HD 1.6,203,126605,2,1591,검정색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,3.0,2486713,4.0,2626680,2990000,21,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162808&gubun=K
353,현대 아반떼MD 1.6,126,172231,1,1591,검정색,,,,,,,,,,,1,6.0,0.0,0.0,0.0,0.0,1.0,931890,3.0,3735721,4800000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162942&gubun=K
354,현대 아반떼AD ,77,111250,0,1582,흰색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,12500000,52,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157686&gubun=K
355,현대 아반떼AD 1.6,95,79666,0,1582,기타색상,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,2.0,5620156,0.0,0,10500000,44,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162810&gubun=K
356,현대 아반떼 쿠페,115,51434,2,1999,흰색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,2.0,2559248,1.0,343878,7700000,37,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162816&gubun=K
357,현대 더 뉴,42,43611,2,1598,흰색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,1.0,2382980,1.0,4198000,12590000,70,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163208&gubun=K
358,현대 올 뉴,1,4616,가솔린 하이브리드,1580,흰색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,26400000,93,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163422&gubun=K
359,현대 아반떼AD ,58,72578,2,1591,검정색,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,18900000,87,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162231&gubun=K
360,현대 아반떼AD 1.6,56,87000,2,1591,흰색,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,3.0,14421802,3.0,28633959,10500000,48,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160989&gubun=K
361,현대 올 뉴,15,17596,2,1598,진회색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,22900000,120,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163271&gubun=K
362,현대 아반떼MD ,108,58162,2,1600,흰색,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,3600000,19,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2059663&gubun=K
363,현대 아반떼AD 1.6,65,50000,2,1591,진회색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,4.0,3567973,3.0,5993079,9990000,59,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163518&gubun=K
364,현대 아반떼AD 1.6,70,23176,2,1591,검정색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,6.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1860000,10600000,62,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153775&gubun=K
365,현대 올 뉴,13,22794,가솔린 하이브리드,1580,진회색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,2.0,7189233,0.0,0,28100000,99,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159090&gubun=K
366,현대 아반떼AD 1.6,52,35882,2,1591,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,2.0,11398340,0.0,0,8990000,53,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2136419&gubun=K
367,현대 아반떼MD M16,153,91435,2,1591,흰색,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0,0,9.0,9600985,3200000,17,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2136420&gubun=K
368,현대 아반떼AD 1.6,96,100978,2,1591,흰색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,1.0,4344996,1.0,643510,9300000,48,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154366&gubun=K
369,현대 아반떼AD 1.6,77,61904,0,1582,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,1.0,2894512,1.0,946380,8990000,42,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155352&gubun=K
370,현대 아반떼AD 1.6,94,97858,2,1591,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,2.0,2868937,2.0,1447761,9400000,53,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156200&gubun=K
371,현대 아반떼AD 1.6,82,90424,2,1591,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,3.0,8070026,3.0,11893030,10800000,59,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158165&gubun=K
372,현대 더 뉴,59,57601,2,1598,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,13300000,76,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158321&gubun=K
373,현대 아반떼MD 1.6,133,111622,2,1591,흰색,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,8.0,1.0,0.0,0.0,0.0,2.0,14000700,2.0,5705637,4990000,27,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162559&gubun=K
374,현대 아반떼AD 1.6,73,101467,0,1582,흰색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,7.0,11344646,4.0,4477276,7990000,40,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162554&gubun=K
375,현대 아반떼AD 1.6,77,100798,2,1591,검정색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,1.0,9075575,2.0,9717255,8990000,46,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162555&gubun=K
376,현대 올 뉴,35,13409,2,1598,진회색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1100489,0.0,0,17900000,116,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158140&gubun=K
377,현대 더 뉴,42,100339,2,1591,진회색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,3.0,8391380,0.0,0,10590000,58,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162251&gubun=K
378,현대 아반떼AD 1.6,94,99514,2,1591,흰색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,2.0,9826616,2.0,7637205,10490000,49,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162501&gubun=K
379,현대 더 뉴,108,102779,0,1582,흰색,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,1.0,354150,1.0,2745869,5900000,36,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162867&gubun=K
380,현대 아반떼AD 1.6,75,47034,2,1591,검정색,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,1.0,9501880,0.0,0,9490000,67,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157795&gubun=K
381,현대 아반떼AD 1.6,78,136536,2,1591,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,5.0,8186829,2.0,1496678,8400000,59,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159544&gubun=K
382,현대 아반떼AD 1.6,95,139319,2,1591,흰색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,4.0,0.0,0.0,0.0,0.0,5.0,4498251,7.0,7494079,8500000,40,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159933&gubun=K
383,현대 더 뉴,120,105401,2,1591,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,295980,3.0,3032350,6000000,34,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160611&gubun=K
384,현대 더 뉴,89,94615,2,1591,흰색,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,2.0,465708,0.0,0,6300000,44,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161253&gubun=K
385,현대 아반떼AD 1.6,51,31138,2,1591,청색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,11990000,58,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161339&gubun=K
386,현대 아반떼AD 1.6,96,91473,2,1591,진회색,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,3.0,3225951,0.0,0,8500000,60,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162065&gubun=K
387,현대 더 뉴,120,93699,0,1582,흰색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,1.0,3926875,3.0,4423754,6900000,33,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162352&gubun=K
388,현대 아반떼MD ,116,62265,2,1591,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,7900000,46,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2132015&gubun=K
389,현대 아반떼MD 1.6,139,128563,2,1591,흰색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,6.0,7822325,6.0,2808680,3800000,25,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160723&gubun=K
390,현대 아반떼AD 1.6,61,127400,2,1591,진회색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,9800000,49,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160424&gubun=K
391,현대 아반떼AD 1.6,83,163327,2,1591,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,,,,,,,,,,9290000,50,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161666&gubun=K
392,현대 아반떼MD 1.6,130,92000,2,1591,흰색,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,6.0,0.0,0.0,0.0,0.0,3.0,14367690,2.0,6880440,3300000,18,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159328&gubun=K
393,현대 아반떼AD 1.6,72,9700,2,1591,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,9200000,54,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159335&gubun=K
394,현대 아반떼AD 1.6,74,21000,2,1591,흰색,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,6900000,48,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155311&gubun=K
395,현대 아반떼MD 1.6,129,83000,2,1591,흰색,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,3.0,6683348,1.0,972900,3200000,17,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159297&gubun=K
396,현대 아반떼MD ,135,125100,2,1591,흰색,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,3300000,18,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159064&gubun=K
397,현대 아반떼AD 1.6,76,75000,2,1591,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,4.0,0.0,0.0,0.0,0.0,8.0,16003096,2.0,2780000,8600000,45,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161055&gubun=K
398,현대 아반떼MD 1.6,121,107000,2,1591,흰색,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,7.0,0.0,0.0,0.0,0.0,6.0,12255586,1.0,1420140,3200000,16,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163209&gubun=K
399,현대 아반떼AD 1.6,96,82282,0,1582,흰색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,6.0,0.0,0.0,0.0,0.0,7.0,13884941,10.0,7722111,10800000,45,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155867&gubun=K
400,현대 아반떼AD 1.6,78,117698,2,1591,흰색,,,,,,,,,,,1,6.0,1.0,0.0,0.0,0.0,1.0,16790000,2.0,982246,9900000,40,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160165&gubun=K
401,현대 아반떼AD 1.6,94,108798,0,1582,검정색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,8700000,44,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2150205&gubun=K
402,현대 아반떼AD 1.6,73,108984,1,1591,흰색,,,,,,,,,,,1,4.0,0.0,0.0,0.0,0.0,1.0,3503770,0.0,0,8990000,56,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151369&gubun=K
403,현대 더 뉴,42,62431,2,1598,진회색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,3.0,6008167,3.0,3910846,12990000,72,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161512&gubun=K
404,현대 올 뉴,13,6788,2,1598,진회색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,18990000,100,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162978&gubun=K
405,현대 아반떼AD 1.6,79,93789,0,1582,청색,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,459580,1.0,830160,10200000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161085&gubun=K
406,현대 아반떼AD 1.6,73,88589,0,1582,흰색,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,5.0,2284863,3.0,1960380,10200000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161092&gubun=K
407,현대 아반떼AD 1.6,95,87057,0,1582,회색,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,10000000,61,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161094&gubun=K
408,현대 아반떼MD 1.6,139,130000,2,1591,흰색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,12.0,19514490,6.0,3345310,4900000,25,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161924&gubun=K
409,현대 아반떼MD 1.6,153,140000,2,1591,흰색,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1000000,0.0,0,5500000,29,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162853&gubun=K
410,현대 아반떼MD 1.6,137,116000,2,1591,흰색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,1.0,871620,1.0,314364,7100000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160122&gubun=K
411,현대 아반떼AD ,80,71000,2,1591,흰색,,,,,,,,,,,0,,,,,,,,,,17900000,82,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159882&gubun=K
412,현대 더 뉴,58,107422,2,1598,흰색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,11290000,62,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156259&gubun=K
413,현대 아반떼AD 1.6,61,64441,2,1591,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,2.0,699990,0.0,0,7200000,42,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2145306&gubun=K
414,현대 아반떼AD ,54,39684,2,1591,진회색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,17990000,83,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162984&gubun=K
415,현대 올 뉴,24,3300,2,1598,기타색상,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,25000000,104,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163087&gubun=K
416,현대 올 뉴,33,8188,2,1598,기타색상,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,21500000,89,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162751&gubun=K
417,현대 아반떼AD ,66,119000,2,1591,흰색 (레드),,,,,,,,,,,0,,,,,,,,,,12900000,65,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162387&gubun=K
418,현대 아반떼AD 1.6,70,44483,2,1591,흰색,,,,,,,,,,,1,,,,,,,,,,7600000,44,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162337&gubun=K
419,현대 아반떼 N,22,6066,2,1998,흰색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0,1.0,717453,36000000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161936&gubun=K
420,현대 올 뉴,28,20222,2,1598,흰색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,581534,1.0,892608,23600000,98,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154256&gubun=K
421,현대 아반떼 N,3,2369,2,1998,흰색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,35500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159301&gubun=K
422,현대 아반떼AD 1.6,56,70724,2,1591,흰색,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,311760,0.0,0,13900000,82,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159423&gubun=K
423,현대 아반떼MD ,155,102713,2,1591,흰색,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,6600000,34,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2150901&gubun=K
424,현대 아반떼AD ,64,87917,2,1591,검정색,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,14490000,70,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161316&gubun=K
425,현대 아반떼AD 1.6,71,63000,2,1591,청색,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,14200000,65,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158804&gubun=K
426,현대 아반떼AD 1.6,84,159000,2,1591,검정색,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,14500000,70,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158426&gubun=K
427,현대 더 뉴,85,54318,2,1591,흰색,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,10000000,52,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156933&gubun=K
428,현대 아반떼AD 1.6,53,36800,2,1591,진회색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,20000000,118,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155476&gubun=K
429,현대 아반떼XD ,248,261000,2,2656,흰색,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,5500000,46,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154577&gubun=K
430,현대 아반떼MD ,122,107093,2,1591,은색,,,,,,,,,,,1,,,,,,,,,,6800000,44,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2140332&gubun=K
431,현대 아반떼MD ,121,123000,2,1591,기타색상,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,6600000,43,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2145116&gubun=K
432,현대 뉴 에쿠스,162,82000,2,3778,검정색,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,3.0,20863820,3.0,12732711,8200000,12,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160494&gubun=K
